ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,fuel_system,transmission,drive_type,fuel_consumption,brand,grade,year_of_manufacture,car_name,price (AUD)
4899275,Domestic assembly,Used car,Crossover,"61,000 Km",White,Cream,5-door,5-seat,"Diesel	2.0 L",Oil,Automatic,FWD - Front-wheel drive,"8	L/100Km",Hyundai,Tucson,2018,Hyundai Tucson 2.0 AT CRDi 2018,30364.44008
4899283,Imported,Used car,SUV,"1,200,000 Km",White,Cream,5-door,5-seat,"Petrol	3.5 L",3.5,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Lexus,RX,2016,Lexus RX 350 2016,80971.8402
4899298,Imported,Used car,SUV,"68,000 Km",Black,Black,5-door,7-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Honda,CRV,2018,Honda CRV L 2018,33400.88409
4899305,Domestic assembly,Used car,Sedan,"79,000 Km",White,Black,4-door,5-seat,"Petrol	2.0 L",2.0L,Automatic,FWD - Front-wheel drive,"7	L/100Km",Mazda,6,2015,Mazda 6 2.0 AT 2015,20040.53045
4899306,Domestic assembly,Used car,Crossover,"15,000 Km",Red,Black,5-door,5-seat,"Petrol	2.0 L",,Automatic,FWD - Front-wheel drive,L/100Km,Hyundai,Kona,2021,Hyundai Kona 2.0 ATH 2021,25303.70007
4899307,Domestic assembly,Used car,Sedan,"1,500 Km",Black,gray,4-door,5-seat,"Petrol	2.0 L",Electronic fuel injection,Manual,FWD - Front-wheel drive,L/100Km,Mazda,6,2005,Mazda 6 2.0 MT 2005,7246.9797
4899308,Domestic assembly,Used car,Sedan,"61,000 Km",White,Colorful,4-door,5-seat,"Petrol	1.25 L",,Automatic,FWD - Front-wheel drive,"4	L/100Km",Hyundai,i10,2017,Hyundai i10 Grand 1.2 AT 2017 car,13967.64244
4899310,Domestic assembly,Used car,SUV,"156,789 Km",Red,Colorful,5-door,5-seat,"Petrol	1.3 L",,Manual,4WD - Four-wheel drive (4WD),"6	L/100Km",Daihatsu,Terios,2005,Daihatsu Terios 1.3 4x4 MT 2005,5668.028815
4899311,Domestic assembly,Used car,Sedan,0 Km,Silver,Cream,4-door,5-seat,"Petrol	1.8 L",,Automatic,FWD - Front-wheel drive,"8	L/100Km",Toyota,Corolla altis,2012,Toyota Corolla altis 1.8G AT 2012,16599.22725
4899312,Imported,Used car,4x4,"76,000 Km",Green,Colorful,4-door,5-seat,"Diesel	2.2 L", ELECTRONIC,Automatic,RFD - Rear-wheel drive,"7	L/100Km",Ford,Ranger,2017,Ford Ranger XLS 2.2L 4x2 AT 2017,20607.33333
4899314,Domestic assembly,Used car,Hatchback,"90,000 Km",Black,Black,4-door,5-seat,Petrol,,Automatic,FWD - Front-wheel drive,L/100Km,Ford,Focus,2013,Ford Focus Trend 1.6AT 2013,14170.07204
4899317,Imported,Used car,4x4,"62,000 Km",Black,Black,4-door,5-seat,"Diesel	2.5 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Mitsubishi,Triton,2019,Mitsubishi Triton 4x2 AT 2019,20485.87557
4899319,Domestic assembly,Used car,SUV,"18,000 Km",Green,Black,5-door,5-seat,"Petrol	2.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Mazda,CX5,2020,Mazda CX5 2.5 Luxury 2020 car,31174.15849
4899320,Domestic assembly,Used car,Hatchback,"60,000 Km",Orange,gray,5-door,5-seat,"Petrol	1.25 L",,Automatic,FWD - Front-wheel drive,"4	L/100Km",Kia,Morning,2018,Kia Morning Si AT 2018 car,11943.34643
4899322,Domestic assembly,Used car,Truck,"150,000 Km",Green,Colorful,2-door,3-seat,Diesel,,Manual,RFD - Rear-wheel drive,"8	L/100Km",Kia,K3000S,2009,Kia K3000S 2009,5627.542895
4899324,Domestic assembly,Used car,SUV,"23,000 Km",Sand,Silver,5-door,8-seat,"Diesel	2.5 L",Direct,Manual,RFD - Rear-wheel drive,"6	L/100Km",Ford,Everest,2006,Ford Everest 2.5L 4x2 MT 2006,6680.17682
4899348,Domestic assembly,Used car,Sedan,"90,000 Km",Black,Black,4-door,5-seat,"Petrol	1.6 L",,Automatic,FWD - Front-wheel drive,L/100Km,Kia,Cerato,2017,Kia Cerato 1.6 AT 2017,18421.09365
4899373,Domestic assembly,Used car,Sedan,"75,000 Km",Red,Black,4-door,5-seat,"Petrol	1.8 L",,Automatic,FWD - Front-wheel drive,"8	L/100Km",Chevrolet,Cruze,2017,Chevrolet Cruze LTZ 1.8L 2017,15991.93845
4899387,Domestic assembly,Used car,SUV,0 Km,Green,Black,5-door,7-seat,"Petrol	2.0 L",,Automatic,FWD - Front-wheel drive,L/100Km,Nissan,X trail,2017,Nissan X trail 2.0 SL 2WD PREMIUM 2017,25060.78455
4899397,Domestic assembly,Used car,SUV,"60,000 Km",White,Black,5-door,5-seat,"Petrol	2.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Mazda,CX5,2018,Mazda CX5 2.5 AT 2WD 2018,28299.65816
4899416,Imported,Used car,4x4,"22,000 Km",Black,Black,4-door,5-seat,"Diesel	2.5 L",,Automatic,4WD - Four-wheel drive (4WD),"8	L/100Km",Mitsubishi,Triton,2009,Mitsubishi Triton GLS 4x4 AT 2009,11740.91683
4899422,Domestic assembly,Used car,Sedan,"51,250 Km",White,Black,4-door,5-seat,"Petrol	1.5 L",Gasoline,Automatic,FWD - Front-wheel drive,"7	L/100Km",Mazda,3,2017,Mazda 3 1.5 AT 2017,19028.38245
4899441,Domestic assembly,Used car,Sedan,"60,000 Km",Black,Colorful,4-door,5-seat,"Petrol	1.4 L",,Manual,FWD - Front-wheel drive,L/100Km,Hyundai,Accent,2018,Hyundai Accent 1.4 MT 2018,15587.07924
4899442,Imported,Used car,Hatchback,160 Km,Green,Different color,5-door,5-seat,"Petrol	1.3 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Yaris,2008,Toyota Yaris 1.3 AT 2008,11133.62803
4899450,Domestic assembly,Used car,Crossover,"2,000 Km",Green,Green,5-door,5-seat,"Petrol	1.5 L",Gasoline,Automatic,FWD - Front-wheel drive,L/100Km,Kia,Sonet,2022,Kia Sonet Luxury 1.5 AT 2022 car,25101.27047
4899459,Imported,Used car,Sedan,"20,000 Km",Red,Black,4-door,5-seat,"Petrol	2.0 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Camry,2021,Toyota Camry 2.0G 2021,38461.62411
4899464,Imported,Used car,SUV,"80,000 Km",Black,Cream,5-door,5-seat,"Petrol	3.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Lexus,RX,2009,Lexus RX 350 2009,22874.54486
4899483,Domestic assembly,Used car,Crossover,"72,000 Km",Silver,Cream,5-door,8-seat,"Petrol	2.0 L",,Manual,RFD - Rear-wheel drive,"6	L/100Km",Toyota,Innova,2016,Toyota Innova 2.0E 2016 car,15263.19188
4899487,Domestic assembly,Used car,Hatchback,"33,333 Km",Red,Red,5-door,5-seat,"Petrol	2.0 L",,Automatic,FWD - Front-wheel drive,L/100Km,Mazda,3,2021,Mazda 3 2.0L Sport Signature Luxury 2021,26963.62279
4899505,Domestic assembly,Used car,Hatchback,"13,000 Km",Grey,Black,5-door,5-seat,"Petrol	1.4 L",6,Automatic,FWD - Front-wheel drive,"6	L/100Km",VinFast,Fadil,2022,VinFast Fadil Standard 1.4 AT 2022,15182.22004
4899508,Domestic assembly,Used car,Sedan,0 Km,Black,Cream,4-door,5-seat,"Petrol	1.6 L",,Manual,FWD - Front-wheel drive,L/100Km,Daewoo,Lacetti,2010,Daewoo Lacetti EX 2010 car,5668.028815
4899512,Domestic assembly,Used car,Sedan,"8,000 Km",Cream,Cream,4-door,5-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,"6	L/100Km",Toyota,Vios,2022,Toyota Vios G 1.5 CVT 2022,21821.91094
4899516,Imported,Used car,4x4,"41,000 Km",Orange,Cream,4-door,5-seat,"Diesel	2.5 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Nissan,Navara,2020,Nissan Navara EL A-IVI 2.5 AT 2WD 2020,22469.68566
4899524,Imported,Used car,SUV,"14,000 Km",White,Black,5-door,7-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Veloz,2022,Toyota Veloz Cross 1.5 CVT 2022,26518.27767
4899525,Domestic assembly,Used car,Crossover,0 Km,Grey,Cream,5-door,5-seat,"Petrol	2.0 L",,Automatic,FWD - Front-wheel drive,L/100Km,Hyundai,Tucson,2018,Hyundai Tucson 2.0 ATH 2018,29352.29208
4899534,Domestic assembly,Used car,SUV,"340,000 Km",Black,Cream,5-door,7-seat,"Diesel	2.2 L",,Automatic,AWD - 4-wheel drive (AWD),"7	L/100Km",Kia,Sorento,2020,Kia Sorento Signature 2.2 AT AWD 2020,40485.92011
4899535,Domestic assembly,New car,Truck,0 Km,White,Grey,2-door,3-seat,Diesel,Direct fuel injection,Manual,RFD - Rear-wheel drive,"10	L/100Km",Hyundai,Mighty,2023,Hyundai Mighty 110XL canvas car 2023,33157.96857
4899541,Imported,Used car,Hatchback,"13,668 Km",Silver,Cream,5-door,5-seat,"Petrol	1.0 L",,Automatic,FWD - Front-wheel drive,L/100Km,Kia,Morning,2008,Kia Morning SLX 1.0 AT 2008,6801.63458
4899544,Domestic assembly,Used car,SUV,"31,000 Km",Black,Brown,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,GLC,2018,Mercedes Benz GLC 300 4Matic 2018,40485.92011
4899547,Domestic assembly,Used car,Sedan,0 Km,Black,Colorful,4-door,5-seat,"Petrol	1.6 L",,Manual,FWD - Front-wheel drive,L/100Km,Hyundai,Elantra,2019,Hyundai Elantra 1.6 MT 2019,16599.22725
4899555,Domestic assembly,Used car,Crossover,"70,000 Km",Green,Black,5-door,5-seat,"Petrol	1.6 L",,Automatic,FWD - Front-wheel drive,"6	L/100Km",Hyundai,Kona,2019,Hyundai Kona 1.6 Turbo 2019,22672.11526
4899558,Domestic assembly,Used car,Hatchback,0 Km,White,Black,5-door,5-seat,"Petrol	1.4 L",,Automatic,FWD - Front-wheel drive,L/100Km,VinFast,Fadil,2019,VinFast Fadil 1.4 AT 2019 car,12145.77603
4899559,Domestic assembly,Used car,Sedan,"25,000 Km",Red,Black,4-door,5-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Mazda,3,2020,Mazda 3 1.5L Luxury 2020,23481.83367
4899565,Domestic assembly,Used car,Hatchback,"31,000 Km",Red,Black,5-door,5-seat,"Petrol	1.4 L",1.4L,Automatic,FWD - Front-wheel drive,"6	L/100Km",VinFast,Fadil,2021,VinFast Fadil 1.4 AT 2021 car,13562.78324
4899568,Domestic assembly,Used car,SUV,"90,000 Km",Grey,Cream,5-door,8-seat,"Petrol	2.7 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Toyota,Fortuner,2012,Toyota Fortuner 2.7V 4x2 AT 2012,19433.24165
4899581,Imported,New car,SUV,0 Km,Black,Cream,5-door,7-seat,"Petrol	3.4 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Toyota,Land Cruiser,2023,Toyota Land Cruiser 3.5 V6 2023,202429.6005
4899586,Imported,New car,SUV,0 Km,Black,-,5-door,5-seat,"Petrol	1.8 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Corolla Cross,2022,Toyota Corolla Cross 1.8V 2022,31457.55993
4899587,Domestic assembly,Used car,Sedan,"20,000 Km",Black,Colorful,4-door,5-seat,"Petrol	1.6 L",,Automatic,FWD - Front-wheel drive,L/100Km,Kia,K3,2021,Kia K3 Premium 1.6 AT 2021 car,24696.41127
4899590,Imported,Used car,SUV,"36,000 Km",Orange,Black,5-door,7-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Mitsubishi,Xpander,2020,Mitsubishi Xpander Cross 1.5 AT 2020,23481.83367
4899592,Domestic assembly,Used car,Sedan,"300,000 Km",White,Cream,4-door,5-seat,"Petrol	1.4 L",,Manual,FWD - Front-wheel drive,"06	L/100Km",Kia,Soluto,2021,Kia Soluto 1.4 MT 2021,13967.64244
4899601,Domestic assembly,Used car,Sedan,"11,000 Km",Black,Black,4-door,5-seat,"Petrol	2.0 L",,Automatic,RFD - Rear-wheel drive,L/100Km,VinFast,Lux A 2.0,2020,VinFast Lux A 2.0 2.0 AT 2020 car,25708.55927
4899604,Imported,New car,SUV,0 Km,White,Red,5-door,5-seat,"Petrol	1.8 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Corolla Cross,2022,Toyota Corolla Cross 1.8G 2022,29068.89064
4899605,Imported,Used car,4x4,"90,000 Km",Green,Black,4-door,5-seat,"Diesel	2.2 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Mazda,BT50,2015,Mazda BT50 2.2L 4x2 AT 2015,16599.22725
4899606,Imported,Used car,Van/Minivan,"10,000 Km",Silver,gray,5-door,6-seat,"Diesel	2.5 L",,Manual,RFD - Rear-wheel drive,L/100Km,Hyundai,Grand Starex,2009,Hyundai Grand Starex Van 2.5 MT 2009,15182.22004
4899610,Imported,Used car,Sedan,"40,000 Km",Green,Brown,4-door,5-seat,"Petrol	2.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Lexus,ES,2019,Lexus ES 250 2019,80971.8402
4899611,Imported,Used car,SUV,"85,000 Km",Black,Brown,5-door,7-seat,"Petrol	4.0 L",naturally aspirated,Automatic,4WD - Four-wheel drive (4WD),L/100Km,Toyota,4 Runner,2011,Toyota 4 Runner SR5 2011,40485.92011
4899612,Domestic assembly,Used car,Sedan,"87,000 Km",Black,Cream,4-door,5-seat,"Petrol	1.8 L",,Automatic,FWD - Front-wheel drive,"07	L/100Km",Toyota,Corolla altis,2011,Toyota Corolla altis 1.8G AT 2011,16396.79765
4899619,Imported,Used car,SUV,"85,170 Km",Black,Brown,5-door,7-seat,"Petrol	4.0 L",,Automatic,4WD - Four-wheel drive (4WD),L/100Km,Toyota,4 Runner,2011,Toyota 4 Runner SR5 2011,40485.92011
4899623,Domestic assembly,Used car,Sedan,"85,000 Km",Black,Black,4-door,5-seat,"Petrol	2.5 L",Electronic fuel injection,Automatic,FWD - Front-wheel drive,"8	L/100Km",Ford,Mondeo,2004,Ford Mondeo 2.5 AT 2004,6477.747217
4899627,Domestic assembly,Used car,Sedan,"65,000 Km",White,Black,4-door,5-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,"07	L/100Km",Mazda,2,2016,Mazda 2 1.5 AT 2016,16396.79765
4899628,Domestic assembly,New car,Truck,0 Km,White,Grey,2-door,3-seat,Diesel,Direct fuel injection,Manual,RFD - Rear-wheel drive,"10	L/100Km",Hyundai,Mighty,2023,Hyundai Mighty 75S-3.5T canvas car 2023,29109.37656
4899634,Domestic assembly,New car,Sedan,0 Km,Black,Colorful,4-door,5-seat,"Petrol	1.6 L",,Automatic,FWD - Front-wheel drive,L/100Km,Kia,K3,2023,Kia K3 Premium 1.6 AT 2023 car,27085.08055
4899635,Domestic assembly,Used car,Sedan,0 Km,Black,Cream,4-door,5-seat,"Petrol	3.0 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Camry,2002,Toyota Camry 3.0V 2002,9635.648987
4899639,Domestic assembly,Used car,Sedan,"110,000 Km",Grey,Black,4-door,5-seat,"Petrol	1.6 L",,Automatic,FWD - Front-wheel drive,"8	L/100Km",Kia,Forte,2012,Kia Forte SX 1.6 AT 2012,13157.92403
4899644,Domestic assembly,Used car,Sedan,"40,000 Km",White,Cream,4-door,5-seat,"Petrol	1.4 L",,Automatic,FWD - Front-wheel drive,"07	L/100Km",Hyundai,Accent,2020,Hyundai Accent 1.4 ATH 2020,19838.10085
4899645,Imported,Used car,Truck,0 Km,Green,-,2-door,3-seat,Diesel,,Manual,RFD - Rear-wheel drive,L/100Km,Hyundai,Khác,2022,Hyundai 2022 car,18218.66405
4899654,Domestic assembly,Used car,Sedan,0 Km,Silver,Cream,4-door,5-seat,"Petrol	1.2 L",,Manual,FWD - Front-wheel drive,L/100Km,Fiat,Siena,2003,Fiat Siena ELX 1.3 2003,1174.091683
4899658,Domestic assembly,Used car,Sedan,"300,000 Km",Black,Black,4-door,5-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,"07	L/100Km",Mazda,3,2019,Mazda 3 1.5L Luxury 2019,22469.68566
4899659,Domestic assembly,Used car,SUV,"160,000 Km",Red,Cream,5-door,5-seat,"Petrol	1.3 L",,Manual,4WD - Four-wheel drive (4WD),L/100Km,Daihatsu,Terios,2007,Daihatsu Terios 1.3 4x4 MT 2007,7489.89522
4899668,Domestic assembly,Used car,Sedan,"11,000 Km",Grey,Brown,4-door,5-seat,"Petrol	2.0 L",,Automatic,RFD - Rear-wheel drive,L/100Km,VinFast,Lux A 2.0,2022,VinFast Lux A 2.0 Standard 2022 car,26720.70727
4899676,Domestic assembly,Used car,Sedan,"150,000 Km",Silver,Cream,4-door,5-seat,"Petrol	1.8 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Mercedes Benz,C class,2009,Mercedes Benz C class C200 Elegance 2009,14170.07204
4899679,Domestic assembly,New car,Truck,0 Km,White,Grey,2-door,3-seat,Diesel,Direct fuel injection,Manual,RFD - Rear-wheel drive,"8	L/100Km",Hyundai,Porter,2023,Hyundai Porter 1.5T canvas car 2023,16153.88213
4899689,Domestic assembly,New car,4x4,0 Km,Red,Black,4-door,5-seat,"Diesel	2.2 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Ford,Ranger,2023,Ford Ranger XLS 2.0L 4x2 AT 2023,25910.98887
4899694,Domestic assembly,New car,4x4,0 Km,White,Black,4-door,5-seat,"Diesel	2.2 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Ford,Ranger,2023,Ford Ranger XLS 2.0L 4x2 AT 2023,25910.98887
4899698,Domestic assembly,Used car,Sedan,"1,500 Km",White,Brown,4-door,5-seat,"Petrol	2.0 L",,Automatic,RFD - Rear-wheel drive,L/100Km,VinFast,Lux A 2.0,2022,VinFast Lux A 2.0 Standard 2022 car,27327.99607
4899710,Domestic assembly,Used car,Sedan,0 Km,Red,Black,4-door,5-seat,"Petrol	2.0 L",,Automatic,FWD - Front-wheel drive,L/100Km,Kia,Cerato,2020,Kia Cerato 2.0 AT Premium 2020 car,22874.54486
4899716,Imported,Used car,Hatchback,"117,142 Km",Silver,Colorful,5-door,5-seat,"Petrol	1.1 L",Fi,Manual,FWD - Front-wheel drive,"5	L/100Km",Hyundai,Getz,2010,Hyundai Getz 1.1 MT 2010,6477.747217
4899719,Domestic assembly,Used car,SUV,"48,000 Km",Copper,Black,5-door,5-seat,"Petrol	1.5 L", Gasoline,Automatic,FWD - Front-wheel drive,"7	L/100Km",Ford,EcoSport,2018,Ford EcoSport Titanium 1.5L AT 2018,19230.81205
4899727,Domestic assembly,Used car,SUV,"80,000 Km",Silver,Cream,5-door,7-seat,"Petrol	2.4 L",,Automatic,FWD - Front-wheel drive,"8	L/100Km",Chevrolet,Captiva,2007,Chevrolet Captiva LTZ 2.4 AT 2007,9514.191227
4899728,Domestic assembly,Used car,SUV,"48,000 Km",Red,Red,5-door,5-seat,"Petrol	2.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Mazda,CX5,2018,Mazda CX5 2.5 AT 2WD 2018,28947.43288
4899735,Domestic assembly,Used car,Sedan,"80,000 Km",Grey,Black,4-door,5-seat,"Petrol	2.0 L",,Automatic,FWD - Front-wheel drive,L/100Km,Mazda,6,2015,Mazda 6 2.0 AT 2015,19635.67125
4899737,Domestic assembly,Used car,Hatchback,"26,000 Km",White,Red,5-door,5-seat,"Petrol	2.0 L",,Automatic,FWD - Front-wheel drive,L/100Km,Mazda,3,2021,Mazda 3 2.0L Sport Signature Luxury 2021,27894.79895
4899738,Domestic assembly,Used car,Sedan,"24,000 Km",White,Cream,4-door,5-seat,"Petrol	2.0 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Mercedes Benz,C class,2021,Mercedes Benz C class C200 Exclusive 2021,40485.92011
4899747,Domestic assembly,Used car,SUV,"28,000 Km",Black,Brown,5-door,7-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,VinFast,Lux SA 2.0,2020,VinFast Lux SA 2.0 Premium 2.0 AT 2020 car,37611.41978
4899748,Domestic assembly,New car,SUV,0 Km,White,Red,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,GLC,2023,Mercedes Benz GLC 300 4Matic 2023,80971.8402
4899756,Domestic assembly,Used car,Sedan,"65,000 Km",White,Cream,4-door,5-seat,"Petrol	1.6 L",,Manual,FWD - Front-wheel drive,"6	L/100Km",Hyundai,Elantra,2018,Hyundai Elantra 1.6 MT 2018,17408.94565
4899765,Imported,Used car,4x4,"118,454 Km",Brown,gray,4-door,5-seat,"Diesel	2.5 L",Spray,Automatic,RFD - Rear-wheel drive,"6	L/100Km",Mitsubishi,Triton,2015,Mitsubishi Triton 4x2 AT 2015,18016.23445
4899769,Domestic assembly,Used car,Sedan,"24,900 Km",White,Cream,4-door,5-seat,"Petrol	2.0 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Mercedes Benz,C class,2021,Mercedes Benz C class C200 Exclusive 2021,40485.92011
4899775,Domestic assembly,New car,SUV,0 Km,Silver,Black,5-door,7-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Veloz,2023,Toyota Veloz Cross 1.5 CVT 2023,26639.73543
4899780,Imported,Used car,4x4,"68,000 Km",White,Black,4-door,5-seat,"Diesel	2.2 L",A,Automatic,RFD - Rear-wheel drive,"6	L/100Km",Ford,Ranger,2018,Ford Ranger XLS 2.2L 4x2 AT 2018,22267.25606
4899781,Domestic assembly,New car,SUV,0 Km,White,Black,5-door,7-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Veloz,2023,Toyota Veloz Cross Top 1.5 CVT 2023,28259.17224
4899796,Domestic assembly,Used car,Crossover,"25,000 Km",White,Black,5-door,5-seat,"Petrol	2.0 L",Electronic fuel injection,Automatic,FWD - Front-wheel drive,"6	L/100Km",Hyundai,Kona,2020,Hyundai Kona 2.0 ATH 2020,24089.12247
4899807,Domestic assembly,Used car,Sedan,0 Km,Black,Cream,4-door,5-seat,"Petrol	1.5 L",,Manual,FWD - Front-wheel drive,L/100Km,Toyota,Vios,2011,Toyota Vios 1.5MT 2011,8016.21218
4899817,Domestic assembly,Used car,Sedan,"110,000 Km",Take note,Cream,4-door,5-seat,"Petrol	3.0 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Mercedes Benz,E class,2008,Mercedes Benz E class E280 2008,11336.05763
4899819,Domestic assembly,Used car,Crossover,"150,000 Km",Silver,Black,5-door,7-seat,"Petrol	2.0 L",2,Manual,FWD - Front-wheel drive,"9	L/100Km",Kia,Carens,2010,Kia Carens EX 2.0 MT 2010,7692.32482
4899824,Domestic assembly,Used car,Crossover,0 Km,Silver,Cream,5-door,8-seat,"Petrol	2.0 L",,Manual,RFD - Rear-wheel drive,L/100Km,Toyota,Innova,2013,Toyota Innova 2.0E 2013 car,13360.35363
4899825,Imported,Used car,Hatchback,"35,000 Km",White,Black,5-door,5-seat,"Petrol	1.3 L", Electronic fuel injector,Automatic,FWD - Front-wheel drive,"6	L/100Km",Toyota,Yaris,2015,Toyota Yaris 1.3G 2015,18016.23445
4899826,Imported,New car,Sedan,0 Km,Black,Different color,4-door,5-seat,"Petrol	1.8 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Corolla altis,2023,Toyota Corolla altis 1.8V 2023,30971.72889
4899829,Domestic assembly,Used car,SUV,"15,000 Km",Black,Red,5-door,7-seat,"Diesel	2.2 L",,Automatic,FWD - Front-wheel drive,"8	L/100Km",Hyundai,SantaFe,2022,Hyundai SantaFe Standard 2.2L 2022,40485.92011
4899832,Domestic assembly,Used car,Sedan,"60,000 Km",Brown,Brown,4-door,5-seat,"Petrol	1.25 L",,Manual,FWD - Front-wheel drive,L/100Km,Hyundai,i10,2018,Hyundai i10 Grand 1.2 MT 2018,12145.77603
4899835,Domestic assembly,Used car,Sedan,"30,000 Km",Red,Black,4-door,5-seat,"Petrol	1.4 L",,Automatic,FWD - Front-wheel drive,"5	L/100Km",Kia,Soluto,2019,Kia Soluto 1.4 AT Deluxe 2019,16194.36805
4899836,Imported,Used car,SUV,"20,000 Km",Brown,Black,5-door,7-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Mitsubishi,Xpander,2020,Mitsubishi Xpander 1.5 AT 2020,22469.68566
4899842,Domestic assembly,Used car,Sedan,"100,000 Km",Red,Cream,4-door,5-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,"1	L/100Km",Ford,Fiesta,2015,Ford Fiesta Titanium 1.5 AT 2015,11336.05763
4899845,Domestic assembly,Used car,Sedan,0 Km,Red,Grey,4-door,5-seat,"Petrol	1.4 L",,Automatic,FWD - Front-wheel drive,L/100Km,Kia,Soluto,2019,Kia Soluto 1.4 AT Deluxe 2019,15303.6778
4899849,Domestic assembly,Used car,Hatchback,"50,000 Km",Red,Black,5-door,5-seat,"Petrol	1.4 L",,Automatic,FWD - Front-wheel drive,"6	L/100Km",Suzuki,Swift,2014,Suzuki Swift 1.4 AT 2014 car,13481.8114
4899850,Domestic assembly,Used car,Hatchback,"72,000 Km",White,Cream,5-door,5-seat,"Petrol	1.6 L",Injector,Automatic,FWD - Front-wheel drive,"7	L/100Km",Ford,Fiesta,2012,Ford Fiesta S 1.6 AT 2012,10485.85331
4899854,Imported,Used car,Sedan,"140,000 Km",White,Cream,4-door,5-seat,"Petrol	2.0 L",,Automatic,RFD - Rear-wheel drive,L/100Km,BMW,3 Series,2009,BMW 3 Series 320i 2009,12550.63523
4899858,Imported,Used car,Sedan,"10,000 Km",Black,Black,4-door,5-seat,"Hybrid	2.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Camry,2022,Toyota Camry 2.5HV 2022,40485.92011
4899862,Imported,Used car,SUV,"58,000 Km",Red,Black,5-door,7-seat,"Diesel	2.0 L",,Automatic,4WD - Four-wheel drive (4WD),L/100Km,Ford,Everest,2018,Ford Everest Titanium 2.0L 4x4 AT 2018,36234.8985
4899867,Imported,Used car,SUV,"11,668 Km",Black,Red,5-door,5-seat,"Petrol	4.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,G class,2021,Mercedes Benz G class G63 AMG 2021,445345.1212
4899868,Domestic assembly,Used car,SUV,"53,000 Km",Brown,Brown,5-door,7-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,VinFast,Lux SA 2.0,2020,VinFast Lux SA 2.0 Premium 2.0 AT 2020 car,34817.89129
4899880,Domestic assembly,Used car,Crossover,"23,000,000 Km",Silver,Cream,5-door,8-seat,"Petrol	2.0 L",,Manual,RFD - Rear-wheel drive,"8	L/100Km",Toyota,Innova,2008,Toyota Innova J 2008 car,6477.747217
4899885,Domestic assembly,Used car,Sedan,"19,000 Km",Red,gray,4-door,5-seat,"Petrol	1.4 L",,Automatic,FWD - Front-wheel drive,L/100Km,Kia,Soluto,2021,Kia Soluto 1.4 AT Luxury 2021 car,18016.23445
4899892,Imported,Used car,Sedan,"36,000 Km",White,Cream,5-door,5-seat,"Petrol	3.0 L",,Automatic,RFD - Rear-wheel drive,"11	L/100Km",BMW,7 Series,2019,BMW 7 Series 740Li 2019,121457.7603
